datetime,average,volume
1352329200000,10.85,33039.05
1352415600000,10.81,19607.82
1352502000000,10.83,15512.98
1352588400000,10.72,17455
1352674800000,10.93,47678.8
1352761200000,10.95,22279.24
1352847600000,10.93,27473.31
1352934000000,11.04,37641.72
1353020400000,11.44,71109.72
1353106800000,11.64,22861.43
1353193200000,11.68,19002.6
1353279600000,11.67,34362.57
1353366000000,11.68,31729.4
1353452400000,11.69,24904.22
1353538800000,12.03,72827.06
1353625200000,12.25,23456.66
1353711600000,12.34,22289.96
1353798000000,12.46,27182.54
1353884400000,12.34,42345.29
1353970800000,12.07,42522.06
1354057200000,12.25,37384.25
1354143600000,12.39,33220.13
1354230000000,12.51,29914.19
1354316400000,12.53,18864.06
1354402800000,12.51,17544.52
1354489200000,12.52,35479.17
1354575600000,12.98,72189.04
1354662000000,13.25,35903
1354748400000,13.37,53775.91
1354834800000,13.32,42176.21
1354921200000,13.43,15035.46
1355007600000,13.22,31278.72
1355094000000,13.36,34636.18
1355180400000,13.47,32268.06
1355266800000,13.57,43791.71
1355353200000,13.62,31077.61
1355439600000,13.57,77911.06
1355526000000,13.51,17542.09
1355612400000,13.35,46291.31
1355698800000,13.18,73051.61
1355785200000,13.2,29564
1355871600000,13.34,47991.84
1355958000000,13.45,41102.42
1356044400000,13.45,31065.18
1356130800000,13.36,18573.4
1356217200000,13.21,25849.15
1356303600000,13.34,19562.39
1356390000000,13.29,15642.04
1356476400000,13.3,19006.14
1356562800000,13.32,24556.32
1356649200000,13.38,30944.49
1356735600000,13.47,27808.65
1356822000000,13.41,13857.1
1356908400000,13.44,17896.89
1356994800000,13.31,31853.98
1357081200000,13.29,20312.5
1357167600000,13.32,22633.92
1357254000000,13.38,34171.37
1357340400000,13.38,27169.79
1357426800000,13.42,14226.85
1357513200000,13.44,32428.79
1357599600000,13.66,52160.01
1357686000000,13.69,35185.69
1357772400000,14.02,60055.16
1357858800000,14.1,44371.21
1357945200000,14.15,30051.71
1358031600000,14.09,41193.78
1358118000000,14.19,28206.93
1358204400000,14.19,58576.77
1358290800000,14.49,53760.72
1358377200000,15.14,73812.04
1358463600000,15.64,65803.2
1358550000000,15.45,37437.3
1358636400000,15.67,30272.25
1358722800000,16.35,75081.41
1358809200000,17.13,68353.86
1358895600000,17.2,58029.56
1358982000000,17.77,196388.19
1359068400000,16.69,89204.88
1359154800000,17.13,39107.78
1359241200000,17.57,30029.41
1359327600000,18.29,66002.95
1359414000000,19.14,98623.96
1359500400000,19.43,50809.65
1359586800000,20.53,110063.46
1359673200000,20.7,56241.42
1359759600000,19.48,88436.87
1359846000000,20.22,39662.34
1359932400000,20.41,58735.06
1360018800000,20.53,33855.04
1360105200000,21.04,59688.86
1360191600000,21.55,73905.38
1360278000000,22.4,53216.59
1360364400000,23.19,42377.2
1360450800000,23.41,60795.35
1360537200000,24.04,35954.71
1360623600000,25.06,86860.84
