datetime,average,volume
1294182000,0.3,357.16
1294268400,0.3,3456.49
1294354800,0.31,42601.12
1294441200,0.31,1629.44
1294527600,0.32,1691.37
1294614000,0.32,10355.83
1294700400,0.32,4857.8
1294786800,0.34,31359.77
1294873200,0.36,20118.9
1294959600,0.39,27130.96
1295046000,0.39,1515.66
1295132400,0.39,2778.71
1295218800,0.35,18241.15
1295305200,0.32,15671.51
1295391600,0.31,7291.63
1295478000,0.35,19881.98
1295564400,0.4,8477.55
1295650800,0.43,10534.27
1295737200,0.44,1148.4
1295823600,0.41,11061.94
1295910000,0.42,2163.72
1295996400,0.41,15564.81
1296082800,0.44,27708.2
1296169200,0.43,5324.5
1296255600,0.44,1448.38
1296342000,0.46,10383.59
1296428400,0.51,63516.08
1296514800,0.74,31562.12
1296601200,0.73,5627.48
1296687600,0.71,8524.5
1296774000,0.8,42222.19
1296860400,0.86,15786.81
1296946800,0.87,8744.11
1297033200,0.86,2264.28
1297119600,0.9,7021.29
1297206000,0.96,49632.5
1297292400,0.96,26559.64
1297378800,0.99,13299.18
1297465200,1.06,4118.92
1297551600,1.05,3240.64
1297638000,1.06,7096.55
1297724400,1.05,8616.58
1297810800,1.04,7192.38
1297897200,1.04,4009.84
1297983600,0.89,36948.16
1298070000,0.91,3798.71
1298156400,0.85,9974.05
1298242800,0.84,1700.12
1298329200,0.88,12095.26
1298415600,0.9,6718.87
1298502000,0.95,13418.69
1298588400,0.96,4461.06
1298674800,0.94,4744.41
1298761200,0.93,23268.75
1298847600,0.88,4651.67
1298934000,0.95,22569.78
1299020400,0.92,2741.87
1299106800,0.92,2746.67
1299193200,0.91,2711.89
1299279600,0.88,12570.59
1299366000,0.85,12626.49
1299452400,0.89,15271.27
1299538800,0.87,4527.85
1299625200,0.85,4546.05
1299711600,0.89,8869.01
1299798000,0.89,3725.51
1299884400,0.9,4822.83
1299970800,0.9,660.31
1300057200,0.89,5269.24
1300143600,0.88,2732.16
1300230000,0.85,7929.62
1300316400,0.84,7159.78
1300402800,0.77,14226.22
1300489200,0.76,9875.04
1300575600,0.77,5815.32
1300662000,0.75,3695.96
1300748400,0.78,12147.72
1300834800,0.83,13262.26
1300921200,0.88,14009.37
1301007600,0.88,4819.42
1301094000,0.87,11756.42
1301180400,0.83,5337.15
1301263200,0.81,12565.15
1301349600,0.79,4215.02
1301436000,0.79,3218.22
1301522400,0.79,6875.08
1301608800,0.78,3186.77
1301695200,0.79,2493.59
1301781600,0.78,3931.39
1301868000,0.69,31155.46
1301954400,0.67,9730.3
1302040800,0.72,8703.95
1302127200,0.75,10832.99
1302213600,0.76,18207.3
1302300000,0.74,12119.4
1302386400,0.74,5348.98
1302472800,0.77,14645.93
1302559200,0.85,48417.6
1302645600,0.93,43397.56
1302732000,0.95,31111.88
1302818400,1,50304.61
1302904800,1.04,28869.3
1302991200,1.08,24225.7
1303077600,1.15,27478.69
1303164000,1.18,12556.73
1303250400,1.16,21344.95
1303336800,1.18,39295.69
1303423200,1.29,39415.39
1303509600,1.55,66620.36
1303596000,1.67,21541.69
1303682400,1.58,13471.6
1303768800,1.67,24054.31
1303855200,1.89,33055.26
1303941600,2.03,100238.23
1304028000,2.59,57577.32
1304114400,3.29,65427.8
1304200800,3.14,45772.07
1304287200,3.24,18333.83
1304373600,3.32,16919.18
1304460000,3.44,17278.29
1304546400,3.41,15350.34
1304632800,3.48,23014.7
1304719200,3.61,17833.29
1304805600,3.77,21132.51
1304892000,3.8,11520.93
1304978400,4.74,56217.32
1305064800,5.35,52569.15
1305151200,5.83,31722.46
1305237600,7.48,64003.37
1305324000,7.86,55390.45
1305410400,6.74,18294.87
1305496800,7.77,44141.41
1305583200,7.52,35345.46
1305669600,7.14,25403.44
1305756000,6.96,24436.41
1305842400,6.28,44460.44
1305928800,5.97,31111.9
1306015200,6.47,23872.15
1306101600,7.1,35279.88
1306188000,7.23,29282.48
1306274400,7.98,64049.94
1306360800,8.55,28644.99
1306447200,8.67,14431.84
1306533600,8.45,12247.72
1306620000,8.3,7487.54
1306706400,8.72,17680.15
1306792800,8.88,45794.43
1306879200,9.21,43479.96
1306965600,10.11,41047.27
1307052000,13.08,72980.24
1307138400,16.41,44475.34
1307224800,17.32,24278.97
1307311200,18.46,55092.47
1307397600,19.9,53715.04
1307484000,27.25,104925.16
1307570400,29.58,62933.66
1307656800,24.67,92208.2
1307743200,17.61,121869.97
1307829600,16.21,151194.16
1307916000,20.11,73421.79
1308002400,19.25,36155.99
1308088800,19.68,27711.9
1308175200,18.86,49202.14
1308261600,15.51,108623.77
1308348000,16.04,35536.55
1308434400,17.77,30176.74
1309039200,15.59,15053.93
1309125600,17.01,31452.54
1309212000,16.93,24398.15
1309298400,16.88,21043.37
1309384800,16.51,34961.19
1309471200,15.9,33284.45
1309557600,15.53,19453.24
1309644000,15.48,16792.29
1309730400,14.48,52276.99
1309816800,12.8,84081.15
1309903200,14.8,111818.32
1309989600,15.16,54465.7
1310076000,14.35,34853.42
1310162400,14.39,11909.17
1310248800,15.08,45284.42
1310335200,14.37,49160.01
1310421600,14.15,26356.51
1310508000,14.03,10338.15
1310594400,13.93,17661.16
1310680800,13.9,24819.54
1310767200,13.62,17264.49
1310853600,13.34,34375.47
1310940000,13.03,75896.31
1311026400,14.04,67575.61
1311112800,13.69,23177.9
1311199200,13.66,25018.37
1311285600,13.65,15165.62
1311372000,13.64,22455.6
1311458400,13.86,26623.26
1311544800,14.2,31577.96
1311631200,13.91,16793.86
1311717600,13.96,11508.66
1311804000,13.61,32738.27
1311890400,13.51,7257.51
1311976800,13.53,6104.38
1312063200,13.52,45723.44
1312149600,13.17,21748.09
1312236000,12.39,57242.69
1312322400,10.45,90287.33
1312408800,10.58,50094.1
1312495200,10.27,30765.69
1312581600,7.82,102411.73
1312668000,7.72,89830.96
1312754400,7.74,34042.22
1312840800,9.72,114472.78
1312927200,10,24254.45
1313013600,9.47,58114.56
1313100000,9.32,41592.12
1313186400,9.8,29759.76
1313272800,10.61,44142.85
1313359200,11.3,38183.53
1313445600,11.05,15334.63
1313532000,10.88,22939.98
1313618400,10.9,8222.8
1313704800,11.4,33765.21
1313791200,11.49,9940.27
1313877600,11.38,8787.2
1313964000,11.03,37055.32
1314050400,11.03,12797.1
1314136800,10.94,7852.55
1314223200,10.01,55547.42
1314309600,8.65,83026.56
1314396000,8.63,22010.04
1314482400,8.97,24159.85
1314568800,8.93,21685.29
1314655200,8.78,11810.88
1314741600,8.35,19683.08
1314828000,8.22,11912.68
1314914400,8.44,16836.29
1315000800,8.53,6975.23
1315087200,8.17,19719.6
1315173600,7.62,30846.84
1315260000,6.73,82558.56
1315346400,7.03,49687.4
1315432800,6.8,31944.44
1315519200,5.31,217540.23
1315605600,5.03,44639.39
1315692000,6.06,145150.7
1315778400,6.04,64182.61
1315864800,5.79,26147.95
1315951200,5.55,45360.18
1316037600,4.97,88688.37
1316124000,4.81,32338.46
1316210400,4.77,23095.8
1316296800,5.11,47284.85
1316383200,5.26,52915.08
1316469600,6.1,120257.28
1316556000,5.62,71983.35
1316642400,5.49,35211.01
1316728800,5.59,57873.1
1316815200,5.41,20257.37
1316901600,5.32,12219.25
1316988000,4.95,58824.78
1317074400,4.84,32240.24
1317160800,4.74,35035.38
1317247200,4.7,16923.63
1317333600,5.01,42893.6
1317420000,5.05,23967.33
1317506400,4.98,10982.6
1317592800,4.94,19569.47
1317679200,4.9,20007.76
1317765600,4.86,20570.04
1317852000,4.68,57609.01
1317938400,4.29,98871.79
1318024800,4.03,40238.24
1318111200,4.19,38169.59
1318197600,4.1,17580.38
1318284000,3.95,41837.43
1318370400,4.07,70098.1
1318456800,4.08,20669.62
1318543200,4,21444.18
1318629600,3.89,42895.66
1318716000,3.64,37512.1
1318802400,2.85,208676.35
1318888800,2.62,88365.65
1318975200,2.28,102479.86
1319061600,2.31,49371.88
1319148000,2.54,73851.07
1319234400,3.01,121360.17
1319320800,3.08,37764.56
1319407200,2.81,92803.84
1319493600,2.74,102426.43
1319580000,2.75,30326.81
1319666400,2.92,59449.56
1319752800,3.11,53410.78
1319839200,3.54,80533.65
1319925600,3.38,51820.79
1320015600,3.19,31543
1320102000,3.19,38666.72
1320188400,3.23,32727.8
1320274800,3.21,24922.18
1320361200,3.13,40625.69
1320447600,3.01,53518.09
1320534000,2.96,17543.6
1320620400,3,24480.55
1320706800,3.09,62115.94
1320793200,3,52850.96
1320879600,2.87,34708.29
1320966000,2.97,45292.63
1321052400,3.06,20995.48
1321138800,3,9780.33
1321225200,2.51,384475.29
1321311600,2.3,77616
1321398000,2.46,44834.6
1321484400,2.23,120547.36
1321570800,2.14,99565.69
1321657200,2.17,79753.9
1321743600,2.28,80777.15
1321830000,2.23,43745.57
1321916400,2.31,35273.62
1322002800,2.32,41113.77
1322089200,2.42,88867.34
1322175600,2.47,45361.86
1322262000,2.48,36412.63
1322348400,2.46,23125.54
1322434800,2.51,42519.93
1322521200,2.79,181329.33
1322607600,2.91,121003.03
1322694000,3.05,65503.57
1322780400,3.1,58549.86
1322866800,2.93,123933.65
1322953200,2.75,95772.81
1323039600,2.87,31533.18
1323126000,2.98,57102.26
1323212400,3,59401.09
1323298800,2.95,41242.33
1323385200,2.99,35346.14
1323471600,3.04,75433.74
1323558000,3.2,109957.11
1323644400,3.18,40857.21
1323730800,3.21,33480.66
1323817200,3.12,73772.18
1323903600,3.17,30782.06
1323990000,3.18,30928.62
1324076400,3.19,16957
1324162800,3.2,11370.34
1324249200,3.41,141522.49
1324335600,3.97,187493.36
1324422000,3.93,49632.1
1324508400,3.79,57621.99
1324594800,3.9,21101.04
1324681200,3.92,15579.42
1324767600,4.14,81062.98
